2019-12-25 22:22:51,272	INFO	main1	<module>	Line:11	app started
2019-12-25 22:22:51,272	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-12-25 22:22:51,303	INFO	_internal	_log	Line:122	 * Debugger PIN: 194-661-588
2019-12-25 22:22:51,319	INFO	_internal	_log	Line:122	 * Running on http://192.168.31.254:9100/ (Press CTRL+C to quit)
2019-12-25 22:23:16,845	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:16] "GET /AdminLogin0.3/long/74205c0cecd1c24479b3fdd15c437698 HTTP/1.1" 200 -
2019-12-25 22:23:16,907	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:16] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:24,799	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:24] "GET /ProblemSet0.3/0f6ef494-0b37-416e-a1d0-631cb4af3d53/Python12 HTTP/1.1" 200 -
2019-12-25 22:23:26,231	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:26] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:36,356	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:36] "POST /ProblemSet0.3/upload/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:44,681	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:44] "GET /ProblemSet0.3/upload/0f6ef494-0b37-416e-a1d0-631cb4af3d53/Python12/Python��һѧ����ĩ������ HTTP/1.1" 200 -
2019-12-25 22:23:46,734	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:46] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:48,467	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:48] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:48,504	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:48] "GET /ProblemSet0.3/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:23:48,506	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:23:48] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:24:02,587	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:02] "GET /ProblemSet0.3/setting/0f6ef494-0b37-416e-a1d0-631cb4af3d53/Python12/45 HTTP/1.1" 200 -
2019-12-25 22:24:03,003	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:03] "GET /ProblemSet0.3/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:24:03,004	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:03] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:24:08,093	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:08] "GET /ProblemSet0.3/setting1/0f6ef494-0b37-416e-a1d0-631cb4af3d53/Python12/60 HTTP/1.1" 200 -
2019-12-25 22:24:08,238	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:08] "GET /AdminLogin0.3/checktoken/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
2019-12-25 22:24:08,239	INFO	_internal	_log	Line:122	192.168.31.254 - - [25/Dec/2019 22:24:08] "GET /ProblemSet0.3/0f6ef494-0b37-416e-a1d0-631cb4af3d53 HTTP/1.1" 200 -
