2019-10-27 16:30:46,903	INFO	main1	<module>	Line:11	app started
2019-10-27 16:30:46,910	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-10-27 16:30:46,918	INFO	_internal	_log	Line:122	 * Debugger PIN: 185-856-785
2019-10-27 16:30:46,928	INFO	_internal	_log	Line:122	 * Running on http://192.168.2.210:9100/ (Press CTRL+C to quit)
2019-10-27 16:30:57,550	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:30:57] "GET /Login/logout/208b4b39-3f43-4566-8cd3-938799c51b1c/test HTTP/1.1" 200 -
2019-10-27 16:31:08,627	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:08] "GET /Register/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-27 16:31:15,402	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:15] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-27 16:31:17,779	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:17] "GET /ProblemSet/4a4cf731-3aea-46b3-980d-25b7e0e899a2/ww HTTP/1.1" 200 -
2019-10-27 16:31:20,607	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:20] "GET /Login/logout/4a4cf731-3aea-46b3-980d-25b7e0e899a2/test HTTP/1.1" 200 -
2019-10-27 16:31:26,844	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:26] "GET /AdminLogin/admin/0bc651ef7626a7868da4cbfdbe70f96f HTTP/1.1" 200 -
2019-10-27 16:31:26,885	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:26] "GET /AdminLogin/checktoken/3ec4a57f-0796-4628-a650-72006dbc3dbc HTTP/1.1" 200 -
2019-10-27 16:31:30,485	INFO	_internal	_log	Line:122	192.168.2.210 - - [27/Oct/2019 16:31:30] "GET /ProblemSet/3ec4a57f-0796-4628-a650-72006dbc3dbc/ww HTTP/1.1" 200 -
