2019-10-13 14:15:52,790	INFO	main1	<module>	Line:11	app started
2019-10-13 14:15:52,799	WARNING	_internal	_log	Line:122	 * Debugger is active!
2019-10-13 14:15:52,824	INFO	_internal	_log	Line:122	 * Debugger PIN: 185-856-785
2019-10-13 14:15:52,837	INFO	_internal	_log	Line:122	 * Running on http://192.168.2.210:9100/ (Press CTRL+C to quit)
2019-10-13 14:17:59,492	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:17:59] "GET /Login/test/a8ae104615cb4e966ddb435f3e575a02 HTTP/1.1" 200 -
2019-10-13 14:18:03,323	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:18:03] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:20:40,007	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:20:40] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:20:56,201	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:20:56] "GET /Login/logout/decab4ad-f963-422a-a535-de4270a59d66/test HTTP/1.1" 200 -
2019-10-13 14:21:32,165	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:21:32] "GET /Register/test/81dc9bdb52d04dc20036dbd8313ed055 HTTP/1.1" 200 -
2019-10-13 14:22:06,760	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:22:06] "GET /Login/test/81dc9bdb52d04dc20036dbd8313ed055 HTTP/1.1" 200 -
2019-10-13 14:22:08,890	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:22:08] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:22:14,206	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:22:14] "GET /Login/logout/46c21c95-ad62-4861-8ca5-c821546b9a8f/test HTTP/1.1" 200 -
2019-10-13 14:22:22,348	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:22:22] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:23:18,138	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:23:18] "GET /Login/logout/78d1df2f-d94d-42e1-a668-db06e2220bb8/test HTTP/1.1" 200 -
2019-10-13 14:25:01,487	INFO	_internal	_log	Line:122	192.168.2.108 - - [13/Oct/2019 14:25:01] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:25:06,674	INFO	_internal	_log	Line:122	192.168.2.108 - - [13/Oct/2019 14:25:06] "GET /Login/logout/2b032619-0bed-4fb0-a36e-49d05c3b4b29/test HTTP/1.1" 200 -
2019-10-13 14:25:23,366	INFO	_internal	_log	Line:122	192.168.2.210 - - [13/Oct/2019 14:25:23] "GET /Login/test/202cb962ac59075b964b07152d234b70 HTTP/1.1" 200 -
2019-10-13 14:29:05,593	INFO	_internal	_log	Line:122	 * Detected change in 'C:\\development\\examsystem\\services\\apis\\__init__.py', reloading
